algorithm,heuristic,calculation_time,cost,ride_time,line_changes
Dijkstra,,56.3,29,29,1
A* time,Manhattan,3.2,41,41,2
A* time,Euclidean,3.9,29,29,1
A* time,Chebyshev,3,29,29,1
A* time,Octile,3.5,29,29,1
A* changes,Manhattan,4.7,2,43,2
A* changes,Euclidean,4.7,2,43,2
A* changes,Chebyshev,4.7,2,43,2
A* changes,Octile,4.5,2,43,2
