algorithm,heuristic,calculation_time,cost,ride_time,line_changes
Dijkstra,,65.1,31,31,2
A* time,Manhattan,4.35,31,31,2
A* time,Euclidean,4.15,31,31,2
A* time,Chebyshev,3.3,46,46,4
A* time,Octile,3.55,46,46,4
A* changes,Manhattan,5.45,3,293,3
A* changes,Euclidean,5.05,2,33,2
A* changes,Chebyshev,4.8,2,33,2
A* changes,Octile,4.75,2,33,2
