algorithm,heuristic,calculation_time,cost,ride_time,line_changes
Dijkstra,,51.45,31,31,2
A* time,Manhattan,3.25,31,31,2
A* time,Euclidean,3.3,31,31,2
A* time,Chebyshev,2.45,46,46,4
A* time,Octile,2.6,46,46,4
A* changes,Manhattan,4.1,3,293,3
A* changes,Euclidean,3.6,2,33,2
A* changes,Chebyshev,3.4,2,33,2
A* changes,Octile,3.65,2,33,2
